id,flightNo,date,departure,destination,weekday,month
1511,PABE43137,2018-02-06,Paris,Berlin,Tuesday,February
1512,PARO43137,2018-02-06,Paris,Rome,Tuesday,February
1513,LODU43137,2018-02-06,London,Dublin,Tuesday,February
1514,LOBE43137,2018-02-06,London,Berlin,Tuesday,February
1515,LORO43137,2018-02-06,London,Rome,Tuesday,February
1516,LOPA43137,2018-02-06,London,Paris,Tuesday,February
1517,DUBE43137,2018-02-06,Dublin,Berlin,Tuesday,February
1518,DURO43137,2018-02-06,Dublin,Rome,Tuesday,February
1519,DUPA43137,2018-02-06,Dublin,Paris,Tuesday,February
1520,DULO43137,2018-02-06,Dublin,London,Tuesday,February
1521,BERO43138,2018-02-07,Berlin,Rome,Wednesday,February
1522,BEPA43138,2018-02-07,Berlin,Paris,Wednesday,February
1523,BELO43138,2018-02-07,Berlin,London,Wednesday,February
1524,BEDU43138,2018-02-07,Berlin,Dublin,Wednesday,February
1525,ROBE43138,2018-02-07,Rome,Berlin,Wednesday,February
1526,ROPA43138,2018-02-07,Rome,Paris,Wednesday,February
1527,ROLO43138,2018-02-07,Rome,London,Wednesday,February
1528,RODU43138,2018-02-07,Rome,Dublin,Wednesday,February
1529,PALO43138,2018-02-07,Paris,London,Wednesday,February
1530,PADU43138,2018-02-07,Paris,Dublin,Wednesday,February
1531,PABE43138,2018-02-07,Paris,Berlin,Wednesday,February
1532,PARO43138,2018-02-07,Paris,Rome,Wednesday,February
1533,LODU43138,2018-02-07,London,Dublin,Wednesday,February
1534,LOBE43138,2018-02-07,London,Berlin,Wednesday,February
1535,LORO43138,2018-02-07,London,Rome,Wednesday,February
1536,LOPA43138,2018-02-07,London,Paris,Wednesday,February
1537,DUBE43138,2018-02-07,Dublin,Berlin,Wednesday,February
1538,DURO43138,2018-02-07,Dublin,Rome,Wednesday,February
1539,DUPA43138,2018-02-07,Dublin,Paris,Wednesday,February
1540,DULO43138,2018-02-07,Dublin,London,Wednesday,February
1541,BERO43139,2018-02-08,Berlin,Rome,Thursday,February
1542,BEPA43139,2018-02-08,Berlin,Paris,Thursday,February
1543,BELO43139,2018-02-08,Berlin,London,Thursday,February
1544,BEDU43139,2018-02-08,Berlin,Dublin,Thursday,February
1545,ROBE43139,2018-02-08,Rome,Berlin,Thursday,February
1546,ROPA43139,2018-02-08,Rome,Paris,Thursday,February
1547,ROLO43139,2018-02-08,Rome,London,Thursday,February
1548,RODU43139,2018-02-08,Rome,Dublin,Thursday,February
1549,PALO43139,2018-02-08,Paris,London,Thursday,February
1550,PADU43139,2018-02-08,Paris,Dublin,Thursday,February
1551,PABE43139,2018-02-08,Paris,Berlin,Thursday,February
1552,PARO43139,2018-02-08,Paris,Rome,Thursday,February
1553,LODU43139,2018-02-08,London,Dublin,Thursday,February
1554,LOBE43139,2018-02-08,London,Berlin,Thursday,February
1555,LORO43139,2018-02-08,London,Rome,Thursday,February
1556,LOPA43139,2018-02-08,London,Paris,Thursday,February
1557,DUBE43139,2018-02-08,Dublin,Berlin,Thursday,February
1558,DURO43139,2018-02-08,Dublin,Rome,Thursday,February
1559,DUPA43139,2018-02-08,Dublin,Paris,Thursday,February
1560,DULO43139,2018-02-08,Dublin,London,Thursday,February
1561,BERO43140,2018-02-09,Berlin,Rome,Friday,February
1562,BEPA43140,2018-02-09,Berlin,Paris,Friday,February
1563,BELO43140,2018-02-09,Berlin,London,Friday,February
1564,BEDU43140,2018-02-09,Berlin,Dublin,Friday,February
1565,ROBE43140,2018-02-09,Rome,Berlin,Friday,February
1566,ROPA43140,2018-02-09,Rome,Paris,Friday,February
1567,ROLO43140,2018-02-09,Rome,London,Friday,February
1568,RODU43140,2018-02-09,Rome,Dublin,Friday,February
1569,PALO43140,2018-02-09,Paris,London,Friday,February
1570,PADU43140,2018-02-09,Paris,Dublin,Friday,February
1571,PABE43140,2018-02-09,Paris,Berlin,Friday,February
1572,PARO43140,2018-02-09,Paris,Rome,Friday,February
1573,LODU43140,2018-02-09,London,Dublin,Friday,February
1574,LOBE43140,2018-02-09,London,Berlin,Friday,February
1575,LORO43140,2018-02-09,London,Rome,Friday,February
1576,LOPA43140,2018-02-09,London,Paris,Friday,February
1577,DUBE43140,2018-02-09,Dublin,Berlin,Friday,February
1578,DURO43140,2018-02-09,Dublin,Rome,Friday,February
1579,DUPA43140,2018-02-09,Dublin,Paris,Friday,February
1580,DULO43140,2018-02-09,Dublin,London,Friday,February
1581,BERO43141,2018-02-10,Berlin,Rome,Saturday,February
1582,BEPA43141,2018-02-10,Berlin,Paris,Saturday,February
1583,BELO43141,2018-02-10,Berlin,London,Saturday,February
1584,BEDU43141,2018-02-10,Berlin,Dublin,Saturday,February
1585,ROBE43141,2018-02-10,Rome,Berlin,Saturday,February
1586,ROPA43141,2018-02-10,Rome,Paris,Saturday,February
1587,ROLO43141,2018-02-10,Rome,London,Saturday,February
1588,RODU43141,2018-02-10,Rome,Dublin,Saturday,February
1589,PALO43141,2018-02-10,Paris,London,Saturday,February
1590,PADU43141,2018-02-10,Paris,Dublin,Saturday,February
1591,PABE43141,2018-02-10,Paris,Berlin,Saturday,February
1592,PARO43141,2018-02-10,Paris,Rome,Saturday,February
1593,LODU43141,2018-02-10,London,Dublin,Saturday,February
1594,LOBE43141,2018-02-10,London,Berlin,Saturday,February
1595,LORO43141,2018-02-10,London,Rome,Saturday,February
1596,LOPA43141,2018-02-10,London,Paris,Saturday,February
1597,DUBE43141,2018-02-10,Dublin,Berlin,Saturday,February
1598,DURO43141,2018-02-10,Dublin,Rome,Saturday,February
1599,DUPA43141,2018-02-10,Dublin,Paris,Saturday,February
1600,DULO43141,2018-02-10,Dublin,London,Saturday,February
1601,BERO43142,2018-02-11,Berlin,Rome,Sunday,February
1602,BEPA43142,2018-02-11,Berlin,Paris,Sunday,February
1603,BELO43142,2018-02-11,Berlin,London,Sunday,February
1604,BEDU43142,2018-02-11,Berlin,Dublin,Sunday,February
1605,ROBE43142,2018-02-11,Rome,Berlin,Sunday,February
1606,ROPA43142,2018-02-11,Rome,Paris,Sunday,February
1607,ROLO43142,2018-02-11,Rome,London,Sunday,February
1608,RODU43142,2018-02-11,Rome,Dublin,Sunday,February
1609,PALO43142,2018-02-11,Paris,London,Sunday,February
1610,PADU43142,2018-02-11,Paris,Dublin,Sunday,February
1611,PABE43142,2018-02-11,Paris,Berlin,Sunday,February
1612,PARO43142,2018-02-11,Paris,Rome,Sunday,February
1613,LODU43142,2018-02-11,London,Dublin,Sunday,February
1614,LOBE43142,2018-02-11,London,Berlin,Sunday,February
1615,LORO43142,2018-02-11,London,Rome,Sunday,February
1616,LOPA43142,2018-02-11,London,Paris,Sunday,February
1617,DUBE43142,2018-02-11,Dublin,Berlin,Sunday,February
1618,DURO43142,2018-02-11,Dublin,Rome,Sunday,February
1619,DUPA43142,2018-02-11,Dublin,Paris,Sunday,February
1620,DULO43142,2018-02-11,Dublin,London,Sunday,February
1621,BERO43143,2018-02-12,Berlin,Rome,Monday,February
1622,BEPA43143,2018-02-12,Berlin,Paris,Monday,February
1623,BELO43143,2018-02-12,Berlin,London,Monday,February
1624,BEDU43143,2018-02-12,Berlin,Dublin,Monday,February
1625,ROBE43143,2018-02-12,Rome,Berlin,Monday,February
1626,ROPA43143,2018-02-12,Rome,Paris,Monday,February
1627,ROLO43143,2018-02-12,Rome,London,Monday,February
1628,RODU43143,2018-02-12,Rome,Dublin,Monday,February
1629,PALO43143,2018-02-12,Paris,London,Monday,February
1630,PADU43143,2018-02-12,Paris,Dublin,Monday,February
1631,PABE43143,2018-02-12,Paris,Berlin,Monday,February
1632,PARO43143,2018-02-12,Paris,Rome,Monday,February
1633,LODU43143,2018-02-12,London,Dublin,Monday,February
1634,LOBE43143,2018-02-12,London,Berlin,Monday,February
1635,LORO43143,2018-02-12,London,Rome,Monday,February
1636,LOPA43143,2018-02-12,London,Paris,Monday,February
1637,DUBE43143,2018-02-12,Dublin,Berlin,Monday,February
1638,DURO43143,2018-02-12,Dublin,Rome,Monday,February
1639,DUPA43143,2018-02-12,Dublin,Paris,Monday,February
1640,DULO43143,2018-02-12,Dublin,London,Monday,February
1641,BERO43144,2018-02-13,Berlin,Rome,Tuesday,February
1642,BEPA43144,2018-02-13,Berlin,Paris,Tuesday,February
1643,BELO43144,2018-02-13,Berlin,London,Tuesday,February
1644,BEDU43144,2018-02-13,Berlin,Dublin,Tuesday,February
1645,ROBE43144,2018-02-13,Rome,Berlin,Tuesday,February
1646,ROPA43144,2018-02-13,Rome,Paris,Tuesday,February
1647,ROLO43144,2018-02-13,Rome,London,Tuesday,February
1648,RODU43144,2018-02-13,Rome,Dublin,Tuesday,February
1649,PALO43144,2018-02-13,Paris,London,Tuesday,February
1650,PADU43144,2018-02-13,Paris,Dublin,Tuesday,February
1651,PABE43144,2018-02-13,Paris,Berlin,Tuesday,February
1652,PARO43144,2018-02-13,Paris,Rome,Tuesday,February
1653,LODU43144,2018-02-13,London,Dublin,Tuesday,February
1654,LOBE43144,2018-02-13,London,Berlin,Tuesday,February
1655,LORO43144,2018-02-13,London,Rome,Tuesday,February
1656,LOPA43144,2018-02-13,London,Paris,Tuesday,February
1657,DUBE43144,2018-02-13,Dublin,Berlin,Tuesday,February
1658,DURO43144,2018-02-13,Dublin,Rome,Tuesday,February
1659,DUPA43144,2018-02-13,Dublin,Paris,Tuesday,February
1660,DULO43144,2018-02-13,Dublin,London,Tuesday,February
1661,BERO43145,2018-02-14,Berlin,Rome,Wednesday,February
1662,BEPA43145,2018-02-14,Berlin,Paris,Wednesday,February
1663,BELO43145,2018-02-14,Berlin,London,Wednesday,February
1664,BEDU43145,2018-02-14,Berlin,Dublin,Wednesday,February
1665,ROBE43145,2018-02-14,Rome,Berlin,Wednesday,February
1666,ROPA43145,2018-02-14,Rome,Paris,Wednesday,February
1667,ROLO43145,2018-02-14,Rome,London,Wednesday,February
1668,RODU43145,2018-02-14,Rome,Dublin,Wednesday,February
1669,PALO43145,2018-02-14,Paris,London,Wednesday,February
1670,PADU43145,2018-02-14,Paris,Dublin,Wednesday,February
1671,PABE43145,2018-02-14,Paris,Berlin,Wednesday,February
1672,PARO43145,2018-02-14,Paris,Rome,Wednesday,February
1673,LODU43145,2018-02-14,London,Dublin,Wednesday,February
1674,LOBE43145,2018-02-14,London,Berlin,Wednesday,February
1675,LORO43145,2018-02-14,London,Rome,Wednesday,February
1676,LOPA43145,2018-02-14,London,Paris,Wednesday,February
1677,DUBE43145,2018-02-14,Dublin,Berlin,Wednesday,February
1678,DURO43145,2018-02-14,Dublin,Rome,Wednesday,February
1679,DUPA43145,2018-02-14,Dublin,Paris,Wednesday,February
1680,DULO43145,2018-02-14,Dublin,London,Wednesday,February
1681,BERO43146,2018-02-15,Berlin,Rome,Thursday,February
1682,BEPA43146,2018-02-15,Berlin,Paris,Thursday,February
1683,BELO43146,2018-02-15,Berlin,London,Thursday,February
1684,BEDU43146,2018-02-15,Berlin,Dublin,Thursday,February
1685,ROBE43146,2018-02-15,Rome,Berlin,Thursday,February
1686,ROPA43146,2018-02-15,Rome,Paris,Thursday,February
1687,ROLO43146,2018-02-15,Rome,London,Thursday,February
1688,RODU43146,2018-02-15,Rome,Dublin,Thursday,February
1689,PALO43146,2018-02-15,Paris,London,Thursday,February
1690,PADU43146,2018-02-15,Paris,Dublin,Thursday,February
1691,PABE43146,2018-02-15,Paris,Berlin,Thursday,February
1692,PARO43146,2018-02-15,Paris,Rome,Thursday,February
1693,LODU43146,2018-02-15,London,Dublin,Thursday,February
1694,LOBE43146,2018-02-15,London,Berlin,Thursday,February
1695,LORO43146,2018-02-15,London,Rome,Thursday,February
1696,LOPA43146,2018-02-15,London,Paris,Thursday,February
1697,DUBE43146,2018-02-15,Dublin,Berlin,Thursday,February
1698,DURO43146,2018-02-15,Dublin,Rome,Thursday,February
1699,DUPA43146,2018-02-15,Dublin,Paris,Thursday,February
1700,DULO43146,2018-02-15,Dublin,London,Thursday,February
1701,BERO43147,2018-02-16,Berlin,Rome,Friday,February
1702,BEPA43147,2018-02-16,Berlin,Paris,Friday,February
1703,BELO43147,2018-02-16,Berlin,London,Friday,February
1704,BEDU43147,2018-02-16,Berlin,Dublin,Friday,February
1705,ROBE43147,2018-02-16,Rome,Berlin,Friday,February
1706,ROPA43147,2018-02-16,Rome,Paris,Friday,February
1707,ROLO43147,2018-02-16,Rome,London,Friday,February
1708,RODU43147,2018-02-16,Rome,Dublin,Friday,February
1709,PALO43147,2018-02-16,Paris,London,Friday,February
1710,PADU43147,2018-02-16,Paris,Dublin,Friday,February
1711,PABE43147,2018-02-16,Paris,Berlin,Friday,February
1712,PARO43147,2018-02-16,Paris,Rome,Friday,February
1713,LODU43147,2018-02-16,London,Dublin,Friday,February
1714,LOBE43147,2018-02-16,London,Berlin,Friday,February
1715,LORO43147,2018-02-16,London,Rome,Friday,February
1716,LOPA43147,2018-02-16,London,Paris,Friday,February
1717,DUBE43147,2018-02-16,Dublin,Berlin,Friday,February
1718,DURO43147,2018-02-16,Dublin,Rome,Friday,February
1719,DUPA43147,2018-02-16,Dublin,Paris,Friday,February
1720,DULO43147,2018-02-16,Dublin,London,Friday,February
1721,BERO43148,2018-02-17,Berlin,Rome,Saturday,February
1722,BEPA43148,2018-02-17,Berlin,Paris,Saturday,February
1723,BELO43148,2018-02-17,Berlin,London,Saturday,February
1724,BEDU43148,2018-02-17,Berlin,Dublin,Saturday,February
1725,ROBE43148,2018-02-17,Rome,Berlin,Saturday,February
1726,ROPA43148,2018-02-17,Rome,Paris,Saturday,February
1727,ROLO43148,2018-02-17,Rome,London,Saturday,February
1728,RODU43148,2018-02-17,Rome,Dublin,Saturday,February
1729,PALO43148,2018-02-17,Paris,London,Saturday,February
1730,PADU43148,2018-02-17,Paris,Dublin,Saturday,February
1731,PABE43148,2018-02-17,Paris,Berlin,Saturday,February
1732,PARO43148,2018-02-17,Paris,Rome,Saturday,February
1733,LODU43148,2018-02-17,London,Dublin,Saturday,February
1734,LOBE43148,2018-02-17,London,Berlin,Saturday,February
1735,LORO43148,2018-02-17,London,Rome,Saturday,February
1736,LOPA43148,2018-02-17,London,Paris,Saturday,February
1737,DUBE43148,2018-02-17,Dublin,Berlin,Saturday,February
1738,DURO43148,2018-02-17,Dublin,Rome,Saturday,February
1739,DUPA43148,2018-02-17,Dublin,Paris,Saturday,February
1740,DULO43148,2018-02-17,Dublin,London,Saturday,February
1741,BERO43149,2018-02-18,Berlin,Rome,Sunday,February
1742,BEPA43149,2018-02-18,Berlin,Paris,Sunday,February
1743,BELO43149,2018-02-18,Berlin,London,Sunday,February
1744,BEDU43149,2018-02-18,Berlin,Dublin,Sunday,February
1745,ROBE43149,2018-02-18,Rome,Berlin,Sunday,February
1746,ROPA43149,2018-02-18,Rome,Paris,Sunday,February
1747,ROLO43149,2018-02-18,Rome,London,Sunday,February
1748,RODU43149,2018-02-18,Rome,Dublin,Sunday,February
1749,PALO43149,2018-02-18,Paris,London,Sunday,February
1750,PADU43149,2018-02-18,Paris,Dublin,Sunday,February
1751,PABE43149,2018-02-18,Paris,Berlin,Sunday,February
1752,PARO43149,2018-02-18,Paris,Rome,Sunday,February
1753,LODU43149,2018-02-18,London,Dublin,Sunday,February
1754,LOBE43149,2018-02-18,London,Berlin,Sunday,February
1755,LORO43149,2018-02-18,London,Rome,Sunday,February
1756,LOPA43149,2018-02-18,London,Paris,Sunday,February
1757,DUBE43149,2018-02-18,Dublin,Berlin,Sunday,February
1758,DURO43149,2018-02-18,Dublin,Rome,Sunday,February
1759,DUPA43149,2018-02-18,Dublin,Paris,Sunday,February
1760,DULO43149,2018-02-18,Dublin,London,Sunday,February
1761,BERO43150,2018-02-19,Berlin,Rome,Monday,February
1762,BEPA43150,2018-02-19,Berlin,Paris,Monday,February
1763,BELO43150,2018-02-19,Berlin,London,Monday,February
1764,BEDU43150,2018-02-19,Berlin,Dublin,Monday,February
1765,ROBE43150,2018-02-19,Rome,Berlin,Monday,February
1766,ROPA43150,2018-02-19,Rome,Paris,Monday,February
1767,ROLO43150,2018-02-19,Rome,London,Monday,February
1768,RODU43150,2018-02-19,Rome,Dublin,Monday,February
1769,PALO43150,2018-02-19,Paris,London,Monday,February
1770,PADU43150,2018-02-19,Paris,Dublin,Monday,February
1771,PABE43150,2018-02-19,Paris,Berlin,Monday,February
1772,PARO43150,2018-02-19,Paris,Rome,Monday,February
1773,LODU43150,2018-02-19,London,Dublin,Monday,February
1774,LOBE43150,2018-02-19,London,Berlin,Monday,February
1775,LORO43150,2018-02-19,London,Rome,Monday,February
1776,LOPA43150,2018-02-19,London,Paris,Monday,February
1777,DUBE43150,2018-02-19,Dublin,Berlin,Monday,February
1778,DURO43150,2018-02-19,Dublin,Rome,Monday,February
1779,DUPA43150,2018-02-19,Dublin,Paris,Monday,February
1780,DULO43150,2018-02-19,Dublin,London,Monday,February
1781,BERO43151,2018-02-20,Berlin,Rome,Tuesday,February
1782,BEPA43151,2018-02-20,Berlin,Paris,Tuesday,February
1783,BELO43151,2018-02-20,Berlin,London,Tuesday,February
1784,BEDU43151,2018-02-20,Berlin,Dublin,Tuesday,February
1785,ROBE43151,2018-02-20,Rome,Berlin,Tuesday,February
1786,ROPA43151,2018-02-20,Rome,Paris,Tuesday,February
1787,ROLO43151,2018-02-20,Rome,London,Tuesday,February
1788,RODU43151,2018-02-20,Rome,Dublin,Tuesday,February
1789,PALO43151,2018-02-20,Paris,London,Tuesday,February
1790,PADU43151,2018-02-20,Paris,Dublin,Tuesday,February
1791,PABE43151,2018-02-20,Paris,Berlin,Tuesday,February
1792,PARO43151,2018-02-20,Paris,Rome,Tuesday,February
1793,LODU43151,2018-02-20,London,Dublin,Tuesday,February
1794,LOBE43151,2018-02-20,London,Berlin,Tuesday,February
1795,LORO43151,2018-02-20,London,Rome,Tuesday,February
1796,LOPA43151,2018-02-20,London,Paris,Tuesday,February
1797,DUBE43151,2018-02-20,Dublin,Berlin,Tuesday,February
1798,DURO43151,2018-02-20,Dublin,Rome,Tuesday,February
1799,DUPA43151,2018-02-20,Dublin,Paris,Tuesday,February
1800,DULO43151,2018-02-20,Dublin,London,Tuesday,February
1801,BERO43152,2018-02-21,Berlin,Rome,Wednesday,February
1802,BEPA43152,2018-02-21,Berlin,Paris,Wednesday,February
1803,BELO43152,2018-02-21,Berlin,London,Wednesday,February
1804,BEDU43152,2018-02-21,Berlin,Dublin,Wednesday,February
1805,ROBE43152,2018-02-21,Rome,Berlin,Wednesday,February
1806,ROPA43152,2018-02-21,Rome,Paris,Wednesday,February
1807,ROLO43152,2018-02-21,Rome,London,Wednesday,February
1808,RODU43152,2018-02-21,Rome,Dublin,Wednesday,February
1809,PALO43152,2018-02-21,Paris,London,Wednesday,February
1810,PADU43152,2018-02-21,Paris,Dublin,Wednesday,February
1811,PABE43152,2018-02-21,Paris,Berlin,Wednesday,February
1812,PARO43152,2018-02-21,Paris,Rome,Wednesday,February
1813,LODU43152,2018-02-21,London,Dublin,Wednesday,February
1814,LOBE43152,2018-02-21,London,Berlin,Wednesday,February
1815,LORO43152,2018-02-21,London,Rome,Wednesday,February
1816,LOPA43152,2018-02-21,London,Paris,Wednesday,February
1817,DUBE43152,2018-02-21,Dublin,Berlin,Wednesday,February
1818,DURO43152,2018-02-21,Dublin,Rome,Wednesday,February
1819,DUPA43152,2018-02-21,Dublin,Paris,Wednesday,February
1820,DULO43152,2018-02-21,Dublin,London,Wednesday,February
1821,BERO43153,2018-02-22,Berlin,Rome,Thursday,February
1822,BEPA43153,2018-02-22,Berlin,Paris,Thursday,February
1823,BELO43153,2018-02-22,Berlin,London,Thursday,February
1824,BEDU43153,2018-02-22,Berlin,Dublin,Thursday,February
1825,ROBE43153,2018-02-22,Rome,Berlin,Thursday,February
1826,ROPA43153,2018-02-22,Rome,Paris,Thursday,February
1827,ROLO43153,2018-02-22,Rome,London,Thursday,February
1828,RODU43153,2018-02-22,Rome,Dublin,Thursday,February
1829,PALO43153,2018-02-22,Paris,London,Thursday,February
1830,PADU43153,2018-02-22,Paris,Dublin,Thursday,February
1831,PABE43153,2018-02-22,Paris,Berlin,Thursday,February
1832,PARO43153,2018-02-22,Paris,Rome,Thursday,February
1833,LODU43153,2018-02-22,London,Dublin,Thursday,February
1834,LOBE43153,2018-02-22,London,Berlin,Thursday,February
1835,LORO43153,2018-02-22,London,Rome,Thursday,February
1836,LOPA43153,2018-02-22,London,Paris,Thursday,February
1837,DUBE43153,2018-02-22,Dublin,Berlin,Thursday,February
1838,DURO43153,2018-02-22,Dublin,Rome,Thursday,February
1839,DUPA43153,2018-02-22,Dublin,Paris,Thursday,February
1840,DULO43153,2018-02-22,Dublin,London,Thursday,February
1841,BERO43154,2018-02-23,Berlin,Rome,Friday,February
1842,BEPA43154,2018-02-23,Berlin,Paris,Friday,February
1843,BELO43154,2018-02-23,Berlin,London,Friday,February
1844,BEDU43154,2018-02-23,Berlin,Dublin,Friday,February
1845,ROBE43154,2018-02-23,Rome,Berlin,Friday,February
1846,ROPA43154,2018-02-23,Rome,Paris,Friday,February
1847,ROLO43154,2018-02-23,Rome,London,Friday,February
1848,RODU43154,2018-02-23,Rome,Dublin,Friday,February
1849,PALO43154,2018-02-23,Paris,London,Friday,February
1850,PADU43154,2018-02-23,Paris,Dublin,Friday,February
1851,PABE43154,2018-02-23,Paris,Berlin,Friday,February
1852,PARO43154,2018-02-23,Paris,Rome,Friday,February
1853,LODU43154,2018-02-23,London,Dublin,Friday,February
1854,LOBE43154,2018-02-23,London,Berlin,Friday,February
1855,LORO43154,2018-02-23,London,Rome,Friday,February
1856,LOPA43154,2018-02-23,London,Paris,Friday,February
1857,DUBE43154,2018-02-23,Dublin,Berlin,Friday,February
1858,DURO43154,2018-02-23,Dublin,Rome,Friday,February
1859,DUPA43154,2018-02-23,Dublin,Paris,Friday,February
1860,DULO43154,2018-02-23,Dublin,London,Friday,February
1861,BERO43155,2018-02-24,Berlin,Rome,Saturday,February
1862,BEPA43155,2018-02-24,Berlin,Paris,Saturday,February
1863,BELO43155,2018-02-24,Berlin,London,Saturday,February
1864,BEDU43155,2018-02-24,Berlin,Dublin,Saturday,February
1865,ROBE43155,2018-02-24,Rome,Berlin,Saturday,February
1866,ROPA43155,2018-02-24,Rome,Paris,Saturday,February
1867,ROLO43155,2018-02-24,Rome,London,Saturday,February
1868,RODU43155,2018-02-24,Rome,Dublin,Saturday,February
1869,PALO43155,2018-02-24,Paris,London,Saturday,February
1870,PADU43155,2018-02-24,Paris,Dublin,Saturday,February
1871,PABE43155,2018-02-24,Paris,Berlin,Saturday,February
1872,PARO43155,2018-02-24,Paris,Rome,Saturday,February
1873,LODU43155,2018-02-24,London,Dublin,Saturday,February
1874,LOBE43155,2018-02-24,London,Berlin,Saturday,February
1875,LORO43155,2018-02-24,London,Rome,Saturday,February
1876,LOPA43155,2018-02-24,London,Paris,Saturday,February
